,time,person_name,phone,email,company,role,application_status
24,2022-05-13T14:29:37.148483,Karla Abby,0011590959460,Karla.Abby@hotmail.io,Cone Printer Corporation,Principal Ideation Technician,disqualified
25,2022-04-30T08:16:48.151149,Elva Ellis,0018721771484,Elva.Ellis@msn.net,Cone Printer Corporation,Principal Ideation Technician,applied
26,2022-05-02T09:10:36.151168,Elva Ellis,0018721771484,Elva.Ellis@msn.net,Cone Printer Corporation,Principal Ideation Technician,waiting_for_interview
27,2022-05-09T08:05:33.151158,Elva Ellis,0018721771484,Elva.Ellis@msn.net,Cone Printer Corporation,Principal Ideation Technician,offer_sent
28,2022-05-18T11:33:06.151137,Elva Ellis,0018721771484,Elva.Ellis@msn.net,Cone Printer Corporation,Principal Ideation Technician,hired
29,2022-05-18T12:09:21.154486,Tawana Kya,+14220336283,Tawana.Kya@msn.cc,Cone Printer Corporation,Principal Ideation Technician,applied
30,2022-05-27T13:28:15.154489,Tawana Kya,+14220336283,Tawana.Kya@msn.cc,Cone Printer Corporation,Principal Ideation Technician,disqualified
31,2022-04-29T12:46:52.154820,Mirabel Thelma,3980938301,Mirabel.Thelma@hotmail.io,Cone Printer Corporation,Principal Ideation Technician,applied
32,2022-05-10T11:05:03.154817,Mirabel Thelma,3980938301,Mirabel.Thelma@hotmail.io,Cone Printer Corporation,Principal Ideation Technician,waiting_for_interview
33,2022-05-26T08:03:43.154823,Mirabel Thelma,3980938301,Mirabel.Thelma@hotmail.io,Cone Printer Corporation,Principal Ideation Technician,offer_sent
34,2022-05-06T13:15:55.155623,Skye Farah,6952495767,Skye.Farah@aol.io,Cone Printer Corporation,Principal Ideation Technician,applied
35,2022-05-18T11:47:05.155626,Skye Farah,6952495767,Skye.Farah@aol.io,Cone Printer Corporation,Principal Ideation Technician,waiting_for_interview
36,2022-05-19T14:09:29.155629,Skye Farah,6952495767,Skye.Farah@aol.io,Cone Printer Corporation,Principal Ideation Technician,offer_sent
37,2022-05-26T14:05:39.155620,Skye Farah,6952495767,Skye.Farah@aol.io,Cone Printer Corporation,Principal Ideation Technician,hired
38,2022-05-05T14:18:14.156767,Lucia Libbie,0011213326996,Lucia.Libbie@msn.net,Cone Printer Corporation,Principal Ideation Technician,applied
39,2022-05-27T10:11:10.156770,Lucia Libbie,0011213326996,Lucia.Libbie@msn.net,Cone Printer Corporation,Principal Ideation Technician,disqualified
40,2022-05-03T14:28:12.157052,Esperanza Paris,+11573882210,Esperanza.Paris@protonmail.biz,Cone Printer Corporation,Principal Ideation Technician,applied
41,2022-05-17T08:01:11.157058,Esperanza Paris,+11573882210,Esperanza.Paris@protonmail.biz,Cone Printer Corporation,Principal Ideation Technician,waiting_for_interview
42,2022-05-20T09:32:50.157055,Esperanza Paris,+11573882210,Esperanza.Paris@protonmail.biz,Cone Printer Corporation,Principal Ideation Technician,offer_sent
43,2022-05-20T14:25:32.157049,Esperanza Paris,+11573882210,Esperanza.Paris@protonmail.biz,Cone Printer Corporation,Principal Ideation Technician,offer_rejected
44,2022-05-23T10:05:51.146233,Marlena Ira,8150839795,Marlena.Ira@gmail.io,Cone Printer Corporation,Regional Identity Administrator,applied
45,2022-05-26T08:48:17.146244,Marlena Ira,8150839795,Marlena.Ira@gmail.io,Cone Printer Corporation,Regional Identity Administrator,waiting_for_interview
46,2022-05-01T08:05:46.154721,Laura Julissa,+16280733860,Laura.Julissa@protonmail.io,Cone Printer Corporation,Regional Identity Administrator,applied
47,2022-05-07T11:00:41.154724,Laura Julissa,+16280733860,Laura.Julissa@protonmail.io,Cone Printer Corporation,Regional Identity Administrator,waiting_for_interview
48,2022-05-23T09:32:16.154727,Laura Julissa,+16280733860,Laura.Julissa@protonmail.io,Cone Printer Corporation,Regional Identity Administrator,disqualified
49,2022-05-06T14:44:43.156742,Ainsleigh Elise,2059284583,Ainsleigh.Elise@att.io,Cone Printer Corporation,Regional Identity Administrator,applied
50,2022-05-16T13:55:51.156745,Ainsleigh Elise,2059284583,Ainsleigh.Elise@att.io,Cone Printer Corporation,Regional Identity Administrator,waiting_for_interview
51,2022-05-21T14:40:45.156739,Ainsleigh Elise,2059284583,Ainsleigh.Elise@att.io,Cone Printer Corporation,Regional Identity Administrator,offer_sent
52,2022-05-07T08:42:45.146268,Maisy Sally,0017230757613,Maisy.Sally@gmail.io,Cone Printer Corporation,Dynamic Team Developer,applied
53,2022-05-18T13:40:19.146289,Maisy Sally,0017230757613,Maisy.Sally@gmail.io,Cone Printer Corporation,Dynamic Team Developer,waiting_for_interview
54,2022-05-22T13:13:16.146279,Maisy Sally,0017230757613,Maisy.Sally@gmail.io,Cone Printer Corporation,Dynamic Team Developer,offer_sent
55,2022-05-25T09:17:19.146302,Maisy Sally,0017230757613,Maisy.Sally@gmail.io,Cone Printer Corporation,Dynamic Team Developer,offer_rejected
56,2022-05-10T12:42:07.148461,Anisa Darcey,9634727120,Anisa.Darcey@hotmail.biz,Cone Printer Corporation,Dynamic Team Developer,applied
57,2022-05-15T12:01:22.148450,Anisa Darcey,9634727120,Anisa.Darcey@hotmail.biz,Cone Printer Corporation,Dynamic Team Developer,disqualified
58,2022-05-17T14:22:54.150439,Amani Trisha,302319389,Amani.Trisha@protonmail.biz,Cone Printer Corporation,Dynamic Team Developer,applied
59,2022-05-19T08:38:18.150428,Amani Trisha,302319389,Amani.Trisha@protonmail.biz,Cone Printer Corporation,Dynamic Team Developer,waiting_for_interview
60,2022-05-01T10:03:50.150805,Kyleigh Aarushi,+18772084646,Kyleigh.Aarushi@gmail.biz,Cone Printer Corporation,Dynamic Team Developer,applied
61,2022-05-12T08:31:04.150816,Kyleigh Aarushi,+18772084646,Kyleigh.Aarushi@gmail.biz,Cone Printer Corporation,Dynamic Team Developer,waiting_for_interview
62,2022-05-12T14:42:42.150826,Kyleigh Aarushi,+18772084646,Kyleigh.Aarushi@gmail.biz,Cone Printer Corporation,Dynamic Team Developer,offer_sent
63,2022-04-28T13:42:32.153316,Shawn Everly,0013584423630,Shawn.Everly@aol.cc,Cone Printer Corporation,Dynamic Team Developer,applied
64,2022-05-11T09:51:35.153327,Shawn Everly,0013584423630,Shawn.Everly@aol.cc,Cone Printer Corporation,Dynamic Team Developer,waiting_for_interview
65,2022-05-12T08:32:17.153346,Shawn Everly,0013584423630,Shawn.Everly@aol.cc,Cone Printer Corporation,Dynamic Team Developer,offer_sent
66,2022-05-12T12:07:51.153336,Shawn Everly,0013584423630,Shawn.Everly@aol.cc,Cone Printer Corporation,Dynamic Team Developer,hired
67,2022-05-07T09:47:46.154305,Lexia Katherine,0019948946681,Lexia.Katherine@gmail.com,Cone Printer Corporation,Dynamic Team Developer,applied
68,2022-05-08T08:56:15.154302,Lexia Katherine,0019948946681,Lexia.Katherine@gmail.com,Cone Printer Corporation,Dynamic Team Developer,waiting_for_interview
69,2022-05-15T09:19:16.154298,Lexia Katherine,0019948946681,Lexia.Katherine@gmail.com,Cone Printer Corporation,Dynamic Team Developer,offer_sent
70,2022-04-30T08:02:02.157190,Adele Christa,83527687,Adele.Christa@msn.io,Cone Printer Corporation,Dynamic Team Developer,applied
71,2022-04-30T14:52:28.157182,Adele Christa,83527687,Adele.Christa@msn.io,Cone Printer Corporation,Dynamic Team Developer,waiting_for_interview
72,2022-05-14T14:02:41.157185,Adele Christa,83527687,Adele.Christa@msn.io,Cone Printer Corporation,Dynamic Team Developer,disqualified
73,2022-04-27T11:53:36.146348,Jerri Karina,5635204690,Jerri.Karina@att.cc,Cone Printer Corporation,Corporate Configuration Engineer,applied
74,2022-05-07T14:38:53.146338,Jerri Karina,5635204690,Jerri.Karina@att.cc,Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
75,2022-05-16T08:11:20.146358,Jerri Karina,5635204690,Jerri.Karina@att.cc,Cone Printer Corporation,Corporate Configuration Engineer,offer_sent
76,2022-05-22T14:49:33.146328,Jerri Karina,5635204690,Jerri.Karina@att.cc,Cone Printer Corporation,Corporate Configuration Engineer,hired
77,2022-04-27T11:21:32.147639,Marlee Laurel,6164217715,"Marlee.Laurel@aol,com",Cone Printer Corporation,Corporate Configuration Engineer,applied
78,2022-04-30T10:11:41.147619,Marlee Laurel,6164217715,"Marlee.Laurel@aol,com",Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
79,2022-05-08T14:52:36.147649,Marlee Laurel,6164217715,"Marlee.Laurel@aol,com",Cone Printer Corporation,Corporate Configuration Engineer,offer_sent
80,2022-05-14T11:45:20.147630,Marlee Laurel,6164217715,"Marlee.Laurel@aol,com",Cone Printer Corporation,Corporate Configuration Engineer,offer_rejected
81,2022-05-03T08:37:16.153992,Elisabeth Margie,0018798643258,Elisabeth.Margie@protonmail.biz,Cone Printer Corporation,Corporate Configuration Engineer,applied
82,2022-05-13T08:36:56.153985,Elisabeth Margie,0018798643258,Elisabeth.Margie@protonmail.biz,Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
83,2022-05-23T14:27:28.153989,Elisabeth Margie,0018798643258,Elisabeth.Margie@protonmail.biz,Cone Printer Corporation,Corporate Configuration Engineer,disqualified
84,2022-05-11T11:16:37.154595,Jordyn Aggie,336403,Jordyn.Aggie@hotmail.io,Cone Printer Corporation,Corporate Configuration Engineer,applied
85,2022-05-13T12:31:08.154599,Jordyn Aggie,336403,Jordyn.Aggie@hotmail.io,Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
86,2022-05-26T11:23:21.154605,Jordyn Aggie,336403,Jordyn.Aggie@hotmail.io,Cone Printer Corporation,Corporate Configuration Engineer,offer_sent
87,2022-05-27T12:19:21.154602,Jordyn Aggie,336403,Jordyn.Aggie@hotmail.io,Cone Printer Corporation,Corporate Configuration Engineer,offer_rejected
88,2022-05-13T08:52:31.154645,Jacinda Adrianne,5171133777,"Jacinda.Adrianne@protonmail,cc",Cone Printer Corporation,Corporate Configuration Engineer,applied
89,2022-05-17T12:15:00.154649,Jacinda Adrianne,5171133777,"Jacinda.Adrianne@protonmail,cc",Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
90,2022-04-30T08:08:08.154662,Jaden Lorraine,1344456214,"Jaden.Lorraine@msn,biz",Cone Printer Corporation,Corporate Configuration Engineer,applied
91,2022-05-08T13:10:19.154656,Jaden Lorraine,1344456214,"Jaden.Lorraine@msn,biz",Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
92,2022-05-11T10:37:17.154666,Jaden Lorraine,1344456214,"Jaden.Lorraine@msn,biz",Cone Printer Corporation,Corporate Configuration Engineer,offer_sent
93,2022-05-27T13:58:49.154659,Jaden Lorraine,1344456214,"Jaden.Lorraine@msn,biz",Cone Printer Corporation,Corporate Configuration Engineer,offer_rejected
94,2022-05-20T14:15:14.155379,Carla Ilona,7089370,Carla.Ilona@aol.biz,Cone Printer Corporation,Corporate Configuration Engineer,applied
95,2022-04-28T10:19:57.156295,Thea Noemi,0018885202408,Thea.Noemi@protonmail.com,Cone Printer Corporation,Corporate Configuration Engineer,applied
96,2022-04-29T14:36:59.156359,Jaylene Jacinta,0013967595301,Jaylene.Jacinta@hotmail.cc,Cone Printer Corporation,Corporate Configuration Engineer,applied
97,2022-05-03T10:22:39.156365,Jaylene Jacinta,0013967595301,Jaylene.Jacinta@hotmail.cc,Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
98,2022-05-11T10:00:50.156362,Jaylene Jacinta,0013967595301,Jaylene.Jacinta@hotmail.cc,Cone Printer Corporation,Corporate Configuration Engineer,offer_sent
99,2022-05-26T13:14:50.156369,Jaylene Jacinta,0013967595301,Jaylene.Jacinta@hotmail.cc,Cone Printer Corporation,Corporate Configuration Engineer,hired
100,2022-05-12T11:36:26.156453,Adelynn Tiffany,00124018502023,Adelynn.Tiffanyatt.cc,Cone Printer Corporation,Corporate Configuration Engineer,applied
101,2022-05-17T14:51:24.156460,Adelynn Tiffany,00124018502023,Adelynn.Tiffanyatt.cc,Cone Printer Corporation,Corporate Configuration Engineer,waiting_for_interview
102,2022-05-19T09:28:05.156457,Adelynn Tiffany,00124018502023,Adelynn.Tiffanyatt.cc,Cone Printer Corporation,Corporate Configuration Engineer,offer_sent
103,2022-05-23T09:24:57.156450,Adelynn Tiffany,00124018502023,Adelynn.Tiffanyatt.cc,Cone Printer Corporation,Corporate Configuration Engineer,offer_rejected
104,2022-04-27T13:42:13.156551,Oprah Kloe,0014250872313,Oprah.Kloe@sbcglobal.biz,Cone Printer Corporation,Corporate Configuration Engineer,applied
105,2022-04-30T09:15:41.156554,Oprah Kloe,0014250872313,Oprah.Kloe@sbcglobal.biz,Cone Printer Corporation,Corporate Configuration Engineer,disqualified
106,2022-05-19T09:50:25.146390,Hermione Dinah,001200042496,Hermione.Dinah@hotmail.biz,Cone Printer Corporation,International Mobility Executive,applied
107,2022-05-20T11:13:31.146379,Hermione Dinah,001200042496,Hermione.Dinah@hotmail.biz,Cone Printer Corporation,International Mobility Executive,waiting_for_interview
108,2022-04-28T11:47:05.150253,Nell Hadley,5925709276,Nell.Hadleyprotonmail.biz,Cone Printer Corporation,International Mobility Executive,applied
109,2022-05-05T12:04:34.150244,Nell Hadley,5925709276,Nell.Hadleyprotonmail.biz,Cone Printer Corporation,International Mobility Executive,waiting_for_interview
110,2022-05-23T14:38:07.150233,Nell Hadley,5925709276,Nell.Hadleyprotonmail.biz,Cone Printer Corporation,International Mobility Executive,offer_sent
111,2022-05-25T08:19:59.150263,Nell Hadley,5925709276,Nell.Hadleyprotonmail.biz,Cone Printer Corporation,International Mobility Executive,hired
112,2022-05-14T08:59:38.150471,Cameron Miracle,9419224445,"Cameron.Miracle@att,com",Cone Printer Corporation,International Mobility Executive,applied
113,2022-05-16T10:28:07.150459,Cameron Miracle,9419224445,"Cameron.Miracle@att,com",Cone Printer Corporation,International Mobility Executive,waiting_for_interview
114,2022-05-20T13:22:20.150480,Cameron Miracle,9419224445,"Cameron.Miracle@att,com",Cone Printer Corporation,International Mobility Executive,disqualified
115,2022-05-02T13:40:41.155805,Astrid Chenille,96128866042,Astrid.Chenille@aol.com,Cone Printer Corporation,International Mobility Executive,applied
116,2022-05-17T08:23:12.155811,Astrid Chenille,96128866042,Astrid.Chenille@aol.com,Cone Printer Corporation,International Mobility Executive,waiting_for_interview
117,2022-05-23T08:03:34.155808,Astrid Chenille,96128866042,Astrid.Chenille@aol.com,Cone Printer Corporation,International Mobility Executive,offer_sent
118,2022-05-07T14:55:55.156210,Margie Delaney,+17580103423,Margie.Delaney@protonmail.com,Cone Printer Corporation,International Mobility Executive,applied
119,2022-04-29T13:04:14.156304,Izzy Margie,0012067660706,"Izzy.Margie@sbcglobal,biz",Cone Printer Corporation,International Mobility Executive,applied
120,2022-05-16T12:47:44.156301,Izzy Margie,0012067660706,"Izzy.Margie@sbcglobal,biz",Cone Printer Corporation,International Mobility Executive,disqualified
121,2022-04-29T11:04:38.146438,Janae Monique,+14481886226,Janae.Monique@msn.io,Cone Printer Corporation,Internal Security Supervisor,applied
122,2022-05-01T08:32:51.146414,Janae Monique,+14481886226,Janae.Monique@msn.io,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
123,2022-05-13T12:16:11.146448,Janae Monique,+14481886226,Janae.Monique@msn.io,Cone Printer Corporation,Internal Security Supervisor,offer_sent
124,2022-05-19T11:19:43.146428,Janae Monique,+14481886226,Janae.Monique@msn.io,Cone Printer Corporation,Internal Security Supervisor,offer_rejected
125,2022-04-30T10:28:55.147797,Julianne Selina,0018025912372,Julianne.Selina@protonmail.io,Cone Printer Corporation,Internal Security Supervisor,applied
126,2022-05-02T13:15:25.147820,Julianne Selina,0018025912372,Julianne.Selina@protonmail.io,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
127,2022-05-14T08:57:34.147841,Julianne Selina,0018025912372,Julianne.Selina@protonmail.io,Cone Printer Corporation,Internal Security Supervisor,offer_sent
128,2022-05-26T10:31:41.147830,Julianne Selina,0018025912372,Julianne.Selina@protonmail.io,Cone Printer Corporation,Internal Security Supervisor,hired
129,2022-05-09T10:10:18.153687,Simran Gisselle,4235022156,Simran.Gisselle@hotmail.biz,Cone Printer Corporation,Internal Security Supervisor,applied
130,2022-04-28T08:20:48.153869,Elyza Delany,9255084895,Elyza.Delany@hotmail.io,Cone Printer Corporation,Internal Security Supervisor,applied
131,2022-05-08T09:22:22.153865,Elyza Delany,9255084895,Elyza.Delany@hotmail.io,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
132,2022-05-15T12:17:02.153858,Elyza Delany,9255084895,Elyza.Delany@hotmail.io,Cone Printer Corporation,Internal Security Supervisor,offer_sent
133,2022-05-18T09:10:47.153861,Elyza Delany,9255084895,Elyza.Delany@hotmail.io,Cone Printer Corporation,Internal Security Supervisor,hired
134,2022-05-17T09:12:20.154214,Trixy Meryl,835945490,Trixy.Meryl@aol.cc,Cone Printer Corporation,Internal Security Supervisor,applied
135,2022-04-30T11:07:05.154890,Loretta Bryony,0015938984491,Loretta.Bryony@sbcglobal.cc,Cone Printer Corporation,Internal Security Supervisor,applied
136,2022-05-22T10:26:03.154886,Loretta Bryony,0015938984491,Loretta.Bryony@sbcglobal.cc,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
137,2022-04-29T13:36:05.155595,Milena Frankie,9023955642,Milena.Frankie@protonmail.net,Cone Printer Corporation,Internal Security Supervisor,applied
138,2022-05-16T13:25:32.155598,Milena Frankie,9023955642,Milena.Frankie@protonmail.net,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
139,2022-04-30T10:24:13.155917,Allison Cassia,0016027811218,Allison.Cassia@gmail.com,Cone Printer Corporation,Internal Security Supervisor,applied
140,2022-05-13T09:49:55.155910,Allison Cassia,0016027811218,Allison.Cassia@gmail.com,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
141,2022-05-19T13:03:00.155913,Allison Cassia,0016027811218,Allison.Cassia@gmail.com,Cone Printer Corporation,Internal Security Supervisor,offer_sent
142,2022-05-10T13:35:58.156138,Misty Arlette,2906379911,Misty.Arlette@sbcglobal.net,Cone Printer Corporation,Internal Security Supervisor,applied
143,2022-05-20T10:23:17.156145,Misty Arlette,2906379911,Misty.Arlette@sbcglobal.net,Cone Printer Corporation,Internal Security Supervisor,waiting_for_interview
144,2022-05-26T12:05:36.156142,Misty Arlette,2906379911,Misty.Arlette@sbcglobal.net,Cone Printer Corporation,Internal Security Supervisor,offer_sent
145,2022-05-03T11:56:54.146471,Suzette Lea,4819853467,Suzette.Lea@sbcglobal.net,Cone Printer Corporation,Dynamic Branding Supervisor,applied
146,2022-05-12T11:06:59.146491,Suzette Lea,4819853467,Suzette.Lea@sbcglobal.net,Cone Printer Corporation,Dynamic Branding Supervisor,waiting_for_interview
147,2022-05-20T08:06:02.146481,Suzette Lea,4819853467,Suzette.Lea@sbcglobal.net,Cone Printer Corporation,Dynamic Branding Supervisor,offer_sent
148,2022-04-30T08:55:00.149902,Beccy Meg,2172890177,Beccy.Meg@sbcglobal.cc,Cone Printer Corporation,Dynamic Branding Supervisor,applied
149,2022-05-04T11:06:13.149893,Beccy Meg,2172890177,Beccy.Meg@sbcglobal.cc,Cone Printer Corporation,Dynamic Branding Supervisor,waiting_for_interview
150,2022-05-06T10:05:33.149874,Beccy Meg,2172890177,Beccy.Meg@sbcglobal.cc,Cone Printer Corporation,Dynamic Branding Supervisor,offer_sent
151,2022-05-08T13:47:51.150016,Janis Alisa,2910101189,Janis.Alisa@hotmail.com,Cone Printer Corporation,Dynamic Branding Supervisor,applied
152,2022-05-21T09:59:53.150005,Janis Alisa,2910101189,Janis.Alisa@hotmail.com,Cone Printer Corporation,Dynamic Branding Supervisor,disqualified
153,2022-05-11T09:24:10.150315,Mae Cadence,+18439656249,Mae.Cadence@sbcglobal.com,Cone Printer Corporation,Dynamic Branding Supervisor,applied
154,2022-05-11T12:38:41.150325,Mae Cadence,+18439656249,Mae.Cadence@sbcglobal.com,Cone Printer Corporation,Dynamic Branding Supervisor,waiting_for_interview
155,2022-05-17T09:01:51.150303,Mae Cadence,+18439656249,Mae.Cadence@sbcglobal.com,Cone Printer Corporation,Dynamic Branding Supervisor,disqualified
156,2022-05-08T12:06:02.153661,Samara Orlaith,0012774189959,Samara.Orlaith@att.biz,Cone Printer Corporation,Dynamic Branding Supervisor,applied
157,2022-05-13T08:22:45.153657,Samara Orlaith,0012774189959,Samara.Orlaith@att.biz,Cone Printer Corporation,Dynamic Branding Supervisor,waiting_for_interview
158,2022-05-16T08:54:11.153664,Samara Orlaith,0012774189959,Samara.Orlaith@att.biz,Cone Printer Corporation,Dynamic Branding Supervisor,offer_sent
159,2022-05-01T11:45:26.154395,Hermine Xena,0016954753244,Hermine.Xena@sbcglobal.biz,Cone Printer Corporation,Dynamic Branding Supervisor,applied
160,2022-05-03T14:34:57.154399,Hermine Xena,0016954753244,Hermine.Xena@sbcglobal.biz,Cone Printer Corporation,Dynamic Branding Supervisor,waiting_for_interview
161,2022-05-13T12:55:09.154405,Hermine Xena,0016954753244,Hermine.Xena@sbcglobal.biz,Cone Printer Corporation,Dynamic Branding Supervisor,offer_sent
162,2022-05-25T09:20:54.154402,Hermine Xena,0016954753244,Hermine.Xena@sbcglobal.biz,Cone Printer Corporation,Dynamic Branding Supervisor,hired
163,2022-05-07T13:16:52.155402,Kira Nanette,7968072936,Kira.Nanette@msn.biz,Cone Printer Corporation,Dynamic Branding Supervisor,applied
164,2022-04-28T09:43:04.156953,Makenna Rachelle,8644381694,"Makenna.Rachelle@hotmail,cc",Cone Printer Corporation,Dynamic Branding Supervisor,applied
165,2022-05-15T11:46:23.156957,Makenna Rachelle,8644381694,"Makenna.Rachelle@hotmail,cc",Cone Printer Corporation,Dynamic Branding Supervisor,waiting_for_interview
166,2022-05-05T09:53:21.146523,Kayley Gloria,5175736240,Kayley.Gloria@sbcglobal.cc,Cone Printer Corporation,Direct Marketing Developer,applied
167,2022-05-12T09:25:58.146512,Kayley Gloria,5175736240,Kayley.Gloria@sbcglobal.cc,Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
168,2022-05-18T13:45:16.146532,Kayley Gloria,5175736240,Kayley.Gloria@sbcglobal.cc,Cone Printer Corporation,Direct Marketing Developer,disqualified
169,2022-05-26T08:01:17.147774,Charis Leanne,+19375757873,Charis.Leanne@sbcglobal.cc,Cone Printer Corporation,Direct Marketing Developer,applied
170,2022-05-11T14:00:32.148431,Shreya Alexa,6507718932,Shreya.Alexa@gmail.com,Cone Printer Corporation,Direct Marketing Developer,applied
171,2022-05-25T14:02:50.148422,Shreya Alexa,6507718932,Shreya.Alexa@gmail.com,Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
172,2022-05-26T10:24:08.148411,Shreya Alexa,6507718932,Shreya.Alexa@gmail.com,Cone Printer Corporation,Direct Marketing Developer,offer_sent
173,2022-04-30T08:59:03.149007,Sidney Laura,0017981629,Sidney.Laura@aol.biz,Cone Printer Corporation,Direct Marketing Developer,applied
174,2022-05-01T11:36:10.148984,Sidney Laura,0017981629,Sidney.Laura@aol.biz,Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
175,2022-05-12T09:14:44.148994,Sidney Laura,0017981629,Sidney.Laura@aol.biz,Cone Printer Corporation,Direct Marketing Developer,offer_sent
176,2022-05-16T11:26:33.149017,Sidney Laura,0017981629,Sidney.Laura@aol.biz,Cone Printer Corporation,Direct Marketing Developer,offer_rejected
177,2022-05-01T11:16:22.151553,Kellie Helene,1760019,Kellie.Helene@hotmail.biz,Cone Printer Corporation,Direct Marketing Developer,applied
178,2022-05-19T14:43:43.151535,Kellie Helene,1760019,Kellie.Helene@hotmail.biz,Cone Printer Corporation,Direct Marketing Developer,waiting_for_interview
179,2022-05-21T12:18:22.151524,Kellie Helene,1760019,Kellie.Helene@hotmail.biz,Cone Printer Corporation,Direct Marketing Developer,offer_sent
180,2022-05-22T14:11:50.151544,Kellie Helene,1760019,Kellie.Helene@hotmail.biz,Cone Printer Corporation,Direct Marketing Developer,hired
181,2022-05-24T09:52:56.152171,Giovanna Katniss,3046702879,Giovanna.Katniss@sbcglobal.net,Cone Printer Corporation,Direct Marketing Developer,applied
